ClavePlan|VersionPlan|ClaveAsignatura|ClaveProfesor|ClaveGrupo|Grupo|DiaSesion|HoraInicio|HoraFin|Edificio|Salon
21135|4|34550|181358|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34550|181464|3237|A|Lunes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34550|181464|3237|A|Miércoles|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34562|180198|3237|A|Martes|18:30|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34562|180198|3237|A|Jueves|18:30|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34562|180457|3237|A|Martes|18:30|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34562|180457|3237|A|Jueves|18:30|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34581|181162|3237|A|Lunes|18:00|20:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34581|181162|3237|A|Miércoles|18:00|20:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34601|158574|3237|A|Martes|19:00|21:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34601|158574|3237|A|Jueves|19:00|21:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|34639|89803|3787|LIBRE|Sábado|08:00|09:00|Edificio E|Cubículo
21135|4|34713|158494|3237|A|Miércoles|09:00|11:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35069|180129|3237|A|Martes|16:00|19:00|PLATAFORMA UADY-VIRTUAL|Otro
21135|4|35070|180274|3237|A|Lunes|00:15|00:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35101|181089|3237|A|Martes|20:00|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35101|181089|3237|A|Jueves|20:00|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35102|180773|3237|A|Martes|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35102|180773|3237|A|Jueves|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35106|181809|3237|A|Lunes|19:00|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35106|181809|3237|A|Jueves|19:00|20:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35120|181466|3237|A|Domingo|23:15|23:30|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|35127|181241|3237|A|Domingo|02:45|03:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35129|181812|3238|B|Domingo|03:45|04:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35187|89863|694|LEMOPT|Miércoles|11:00|13:00|Edificio C|C8
21135|4|35187|89863|694|LEMOPT|Viernes|11:00|13:00|Edificio C|C8
21135|4|35668|89865|682|OPTMAT|Lunes|17:00|18:30|Edificio D|D4
21135|4|35668|89865|682|OPTMAT|Martes|16:30|18:00|Edificio D|D4
21135|4|35668|89865|682|OPTMAT|Jueves|15:00|17:00|Edificio D|D4
21135|4|35669|131553|682|OPTMAT|Martes|17:00|19:00|Edificio C|C7
21135|4|35669|131553|682|OPTMAT|Jueves|17:00|19:00|Edificio C|C7
21135|4|35669|180635|682|OPTMAT|Martes|17:00|19:00|Edificio C|C7
21135|4|35669|180635|682|OPTMAT|Jueves|17:00|19:00|Edificio C|C7
21135|4|35673|180458|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35673|180458|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35673|181657|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35673|181657|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35679|181253|3238|B|Lunes|11:00|13:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|35679|181253|3238|B|Miércoles|11:00|13:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|35680|181171|3237|A|Sábado|08:00|12:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35684|181938|3237|A|Domingo|03:15|03:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35685|181527|3238|B|Domingo|01:30|01:45|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35685|181939|3237|A|Domingo|01:15|01:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35688|121529|3237|A|Viernes|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35688|181611|3237|A|Viernes|16:00|18:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
21135|4|35765|168880|3237|A|Miércoles|23:00|23:15|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
21135|4|35765|168880|3237|A|Viernes|23:00|23:15|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|19979|89842|310|LA B|Lunes|07:30|09:00|Edificio H|H7
24297|5|19979|89842|310|LA B|Jueves|07:30|09:00|Edificio H|H7
24297|5|19979|89859|309|LA A|Martes|07:30|09:00|Edificio H|H6
24297|5|19979|89859|309|LA A|Viernes|07:30|09:00|Edificio H|H6
24297|5|19985|89842|3754|LIS A|Lunes|09:00|11:00|Edificio H|H1
24297|5|19985|89842|3754|LIS A|Miércoles|09:00|11:00|Edificio H|H1
24297|5|19985|89857|309|LA A|Lunes|09:30|11:30|Edificio H|H6
24297|5|19985|89857|309|LA A|Jueves|11:00|13:00|Edificio H|H6
24297|5|19985|89857|310|LA B|Martes|09:30|11:30|Edificio H|H7
24297|5|19985|89857|310|LA B|Viernes|09:00|11:00|Edificio H|H7
24297|5|19988|89838|309|LA A|Martes|11:00|13:00|Edificio H|H6
24297|5|19988|89838|309|LA A|Viernes|10:30|12:30|Edificio H|H6
24297|5|19988|181373|310|LA B|Lunes|11:00|13:00|Edificio H|H7
24297|5|19988|181373|310|LA B|Jueves|10:30|12:30|Edificio H|H7
24297|5|19997|89855|287|LEM|Lunes|10:30|12:30|Edificio H|H2
24297|5|19997|89855|287|LEM|Martes|09:00|10:30|Edificio H|H8
24297|5|19997|89855|287|LEM|Jueves|09:00|10:30|Edificio H|H8
24297|5|21700|181910|880|A|Lunes|07:30|09:30|Edificio H|H6
24297|5|21700|181910|880|A|Miércoles|11:00|12:30|Edificio H|H6
24297|5|21700|181910|880|A|Jueves|07:30|09:00|Edificio H|H6
24297|5|21700|181910|881|B|Martes|07:30|09:30|Edificio H|H7
24297|5|21700|181910|881|B|Jueves|09:00|10:30|Edificio H|H7
24297|5|21700|181910|881|B|Viernes|07:30|09:00|Edificio H|H7
24297|5|21703|89827|880|A|Miércoles|07:30|09:00|Edificio H|H6
24297|5|21703|89827|880|A|Viernes|09:00|10:30|Edificio H|H6
24297|5|21703|89867|881|B|Miércoles|07:30|09:00|Edificio H|H7
24297|5|21703|89867|881|B|Viernes|11:00|12:30|Edificio H|H7
24297|5|21704|89758|309|LA A|Martes|09:00|11:00|Edificio H|H6
24297|5|21704|89758|309|LA A|Jueves|09:00|11:00|Edificio H|H6
24297|5|21704|97528|310|LA B|Lunes|09:00|11:00|Edificio H|H7
24297|5|21704|97528|310|LA B|Miércoles|11:00|13:00|Edificio H|H7
24297|5|21707|181044|5998|Acomp|Lunes|17:00|18:00|Edificio D|D3
24297|5|22036|89856|5998|Acomp|Martes|16:30|18:00|Edificio H|H4
24297|5|22036|89856|5998|Acomp|Jueves|16:30|18:00|Edificio H|H4
24297|5|22037|97528|5998|Acomp|Miércoles|16:30|18:00|Edificio C|C4
24297|5|22039|89770|881|B|Martes|07:30|09:30|Edificio D|D2
24297|5|22039|89770|881|B|Viernes|09:00|11:00|Edificio D|D2
24297|5|22039|89816|880|A|Martes|09:00|11:00|Edificio D|D1
24297|5|22039|89816|880|A|Jueves|09:00|11:00|Edificio D|D1
24297|5|22040|89765|880|A|Lunes|09:00|11:00|Edificio D|D1
24297|5|22040|89765|880|A|Miércoles|07:30|09:00|Edificio D|D1
24297|5|22040|89765|880|A|Viernes|09:30|11:00|Edificio D|D1
24297|5|22040|89814|881|B|Lunes|09:00|11:00|Edificio D|D2
24297|5|22040|89814|881|B|Miércoles|11:00|12:30|Edificio D|D2
24297|5|22040|89814|881|B|Jueves|11:00|12:30|Edificio D|D2
24297|5|22041|89827|309|LA A|Lunes|07:30|09:00|Edificio D|D1
24297|5|22041|89827|309|LA A|Martes|07:30|09:00|Edificio D|D1
24297|5|22041|89827|309|LA A|Jueves|07:30|09:00|Edificio D|D1
24297|5|22041|89835|310|LA B|Martes|09:30|11:00|Edificio D|D2
24297|5|22041|89835|310|LA B|Jueves|07:30|09:00|Edificio D|D2
24297|5|22041|89835|310|LA B|Viernes|07:30|09:00|Edificio D|D2
24297|5|22042|89857|310|LA B|Lunes|07:30|09:00|Edificio D|D2
24297|5|22042|89857|310|LA B|Miércoles|07:30|09:00|Edificio D|D2
24297|5|22042|89857|310|LA B|Viernes|11:00|12:30|Edificio D|D2
24297|5|22042|109891|309|LA A|Martes|11:00|12:30|Edificio D|D1
24297|5|22042|109891|309|LA A|Miércoles|11:00|12:30|Edificio D|D1
24297|5|22042|109891|309|LA A|Viernes|11:00|12:30|Edificio D|D1
24297|5|22043|180599|880|A|Lunes|11:00|13:00|Edificio D|D1
24297|5|22043|180599|880|A|Jueves|11:00|13:00|Edificio D|D1
24297|5|22043|180599|881|B|Martes|11:00|13:00|Edificio D|D2
24297|5|22043|180599|881|B|Jueves|09:00|11:00|Edificio D|D2
24297|5|22043|180599|5998|Acomp|Lunes|11:00|13:00|Edificio E|Cubículo
24297|5|22043|180599|5998|Acomp|Jueves|11:00|13:00|Edificio E|Cubículo
24297|5|22044|89861|5998|Acomp|Martes|09:30|11:00|Edificio H|H3
24297|5|22045|89770|5998|Acomp|Jueves|12:00|13:30|Edificio C|C2
24297|5|22046|181247|5998|Acomp|Martes|11:00|13:30|Edificio C|C8
24297|5|22048|89824|6091|Acomp LA|Jueves|07:30|09:30|Edificio H|H4
24297|5|22049|180599|5998|Acomp|Viernes|09:00|10:30|Edificio C|C9
24297|5|22050|89756|309|LA A|Lunes|13:30|15:00|Edificio B|CC1
24297|5|22050|89756|309|LA A|Jueves|13:30|15:00|Edificio B|CC1
24297|5|22050|89756|310|LA B|Lunes|17:30|19:00|Edificio B|CC8
24297|5|22050|89756|310|LA B|Jueves|17:30|19:00|Edificio B|CC8
24297|5|22051|181044|880|A|Lunes|15:00|17:00|Edificio H|H6
24297|5|22051|181044|880|A|Jueves|15:00|17:00|Edificio H|H6
24297|5|22051|181247|881|B|Miércoles|15:00|17:00|Edificio H|H7
24297|5|22051|181247|881|B|Viernes|13:00|15:00|Edificio H|H7
24297|5|22052|38|880|A|Lunes|17:00|18:30|Edificio H|H6
24297|5|22052|38|880|A|Martes|15:00|17:00|Edificio H|H6
24297|5|22052|38|880|A|Viernes|15:00|16:30|Edificio H|H6
24297|5|22052|89814|881|B|Lunes|16:00|17:30|Edificio H|H7
24297|5|22052|89814|881|B|Martes|15:00|17:00|Edificio H|H7
24297|5|22052|89814|881|B|Viernes|15:00|16:30|Edificio H|H7
24297|5|22053|181044|880|A|Miércoles|15:00|17:00|Edificio H|H6
24297|5|22053|181044|880|A|Viernes|16:30|18:30|Edificio H|H6
24297|5|22053|181247|881|B|Lunes|14:00|16:00|Edificio H|H7
24297|5|22053|181247|881|B|Jueves|15:30|17:30|Edificio H|H7
24297|5|22054|180599|881|B|Martes|13:30|15:00|Edificio H|H7
24297|5|22054|180599|881|B|Jueves|14:00|15:30|Edificio H|H7
24297|5|22054|181044|880|A|Martes|13:30|15:00|Edificio H|H6
24297|5|22054|181044|880|A|Viernes|13:30|15:00|Edificio H|H6
24297|5|22055|89830|881|B|Martes|17:00|19:00|Edificio H|H7
24297|5|22055|89830|881|B|Miércoles|17:00|19:00|Edificio H|H7
24297|5|22055|181247|880|A|Martes|17:00|19:00|Edificio H|H6
24297|5|22055|181247|880|A|Jueves|17:30|19:30|Edificio H|H6
24297|5|22057|89861|5998|Acomp|Miércoles|11:00|12:30|Edificio B|CC3
24297|5|22058|89770|5998|Acomp|Lunes|08:00|10:00|Edificio C|C2
24297|5|22060|89629|5998|Acomp|Jueves|10:30|12:00|Edificio H|H2
24297|5|22062|181542|285|LA|Lunes|16:00|17:00|Edificio D|D1
24297|5|22062|181542|285|LA|Viernes|16:00|17:30|Edificio D|D1
24297|5|22063|89770|285|LA|Lunes|13:30|15:00|Edificio D|D1
24297|5|22063|89770|285|LA|Martes|13:30|15:30|Edificio D|D1
24297|5|22063|89770|285|LA|Viernes|13:30|15:00|Edificio D|D1
24297|5|22064|89765|285|LA|Miércoles|13:00|15:30|Edificio B|CC1
24297|5|22065|181542|285|LA|Lunes|15:00|16:00|Edificio D|D1
24297|5|22065|181542|285|LA|Viernes|15:00|16:00|Edificio D|D1
24297|5|22066|89816|285|LA|Miércoles|15:30|17:30|Edificio D|D1
24297|5|22068|89770|5998|Acomp|Jueves|08:00|09:30|Edificio C|C2
24297|5|22069|89765|5998|Acomp|Martes|18:00|19:30|Edificio C|C1
24297|5|22071|89814|285|LA|Lunes|13:30|15:00|Edificio D|D3
24297|5|22071|89814|285|LA|Miércoles|13:30|15:00|Edificio D|D3
24297|5|22071|180599|285|LA|Lunes|13:30|15:00|Edificio D|D3
24297|5|22071|180599|285|LA|Miércoles|13:30|15:00|Edificio D|D3
24297|5|22074|89861|285|LA|Sábado|14:30|16:00|Edificio A|Cubículo
24297|5|22075|89861|285|LA|Sábado|16:30|18:00|Edificio A|Cubículo
24297|5|22485|89815|285|LA|Jueves|13:00|14:30|Edificio D|D3
24297|5|22485|89815|285|LA|Viernes|12:30|14:00|Edificio D|D3
24297|5|24487|181140|3237|A|Miércoles|07:00|08:30|EN LINEA|EN LINEA
24297|5|24487|181140|3237|A|Sábado|09:00|12:00|EN LINEA|EN LINEA
24297|5|26044|181247|697|LAOPT|Lunes|17:30|19:30|Edificio B|CC3
24297|5|26044|181247|697|LAOPT|Miércoles|17:30|20:00|Edificio B|CC3
24297|5|26940|180944|3237|A|Martes|11:00|13:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|26991|95137|3239|C|Viernes|07:00|09:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|26991|160986|3237|A|Martes|08:00|10:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|27210|89770|697|LAOPT|Miércoles|15:00|17:00|Edificio D|D2
24297|5|27210|89770|697|LAOPT|Viernes|15:00|17:00|Edificio D|D2
24297|5|27261|89830|836|EEOPT|Lunes|19:00|20:30|Edificio C|C3
24297|5|27261|89830|836|EEOPT|Miércoles|19:00|20:30|Edificio C|C3
24297|5|27261|89830|836|EEOPT|Jueves|19:00|20:30|Edificio C|C3
24297|5|28744|89753|3961|Único|Lunes|16:00|18:00|Edificio C|C10
24297|5|28744|89753|3961|Único|Miércoles|16:00|18:00|Edificio C|C10
24297|5|28883|180474|3240|D|||||
24297|5|29661|89760|1851|OPT-EE|Martes|17:00|19:00|Edificio C|C3
24297|5|29661|89760|1851|OPT-EE|Jueves|17:00|19:00|Edificio C|C3
24297|5|29825|180198|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|29825|180198|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|29825|180457|3237|A|Martes|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|29825|180457|3237|A|Jueves|19:30|21:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|30206|89814|880|A|Lunes|07:00|09:00|Edificio A|SM A
24297|5|30206|89814|880|A|Miércoles|07:00|09:00|Edificio A|SM A
24297|5|30206|89814|880|A|Viernes|09:00|11:00|Edificio A|SM A
24297|5|30206|89816|880|A|Lunes|07:00|09:00|Edificio A|SM A
24297|5|30206|89816|880|A|Miércoles|07:00|09:00|Edificio A|SM A
24297|5|30206|89816|880|A|Viernes|09:00|11:00|Edificio A|SM A
24297|5|30838|181361|3238|B|Miércoles|16:00|19:00|PLATAFORMA UADY-VIRTUAL|Otro
24297|5|31816|89868|285|LA|Lunes|13:00|14:30|Edificio H|H2
24297|5|31816|89868|285|LA|Martes|13:00|14:30|Edificio H|H2
24297|5|32527|89818|3787|LIBRE|Viernes|17:00|18:00|Edificio A|Cubículo
24297|5|33399|181613|3237|A|Lunes|17:00|18:30|PLATAFORMA UADY-VIRTUAL|Otro
24297|5|33399|181613|3237|A|Miércoles|17:00|18:30|PLATAFORMA UADY-VIRTUAL|Otro
24297|5|33409|26|3237|A|Viernes|11:00|13:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|33829|180560|7671|ARQ.Ele1A|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
24297|5|33829|181885|7646|UMT.Ele1B|Miércoles|20:00|22:00|UMT|UMT.Virtual
24297|5|33830|109725|7623|CE.Ele2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33830|109725|7626|CE.Ele2G|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33830|109888|7686|CS.Ele2G|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33830|181871|7709|FCA.Ele2A|Miércoles|20:00|22:00|FCA|FCA.Virtual
24297|5|33830|181919|7712|FCA.Ele2D|Miércoles|20:00|22:00|FCA|FCA.Virtual
24297|5|33831|180260|7754|CCS.Pre1B|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33831|181873|7761|CCS.Pre1H|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33832|94522|7653|UMT.Pre2B|Miércoles|20:00|22:00|UMT|UMT.Virtual
24297|5|33832|109149|7693|CS.Pre2F|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33832|121361|7690|CS.Pre2C|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33832|181868|7795|CCS.Pre2K|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33832|181869|7722|FCA.Pre2D|Miércoles|20:00|22:00|FCA|FCA.Virtual
24297|5|33832|181872|7723|FCA.Pre2E|Miércoles|20:00|22:00|FCA|FCA.Virtual
24297|5|33832|181876|7634|CE.Pre2E|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181878|7698|CS.Pre2K|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33832|181879|7797|CE.Pre2M|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181881|7637|CE.Pre2H|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181881|7639|CE.Pre2J|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181881|7640|CE.Pre2K|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181882|7630|CE.Pre2A|Miércoles|20:00|22:20|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181882|7631|CE.Pre2B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181882|7632|CE.Pre2C|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181919|7792|CCS.Pre2H|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33832|181919|7793|CCS.Pre2I|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33832|181920|7666|VET.Pre2C|Miércoles|20:00|22:00|VETERINARIA|VET.Virtual
24297|5|33832|181922|7636|CE.Pre2G|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33832|181925|7798|CS.Pre2L|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33832|181926|7696|CS.Pre2I|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33832|181926|7697|CS.Pre2J|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33833|181878|7699|CS.Int1B|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33833|181882|7642|CE.Int1B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33833|181884|7773|CCS.Int1E|Miércoles|20:00|22:00|CAMPUS SOCIALES|CCS.Virtual
24297|5|33833|181918|7655|UMT.Int1B|Miércoles|20:00|22:00|UMT|UMT.Virtual
24297|5|33833|181919|7644|CE.Int1D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|109725|7738|CE.Int2C|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|109725|7739|CE.Int2D|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|109888|7705|CS.Int2E|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33834|109888|7816|CS.Int2H|Miércoles|20:00|22:00|CAMPUS SALUD|CS.Virtual
24297|5|33834|181872|7736|CE.Int2A|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|181872|7737|CE.Int2B|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|181885|7656|UMT.Int2A|Miércoles|20:00|22:00|UMT|UMT.Virtual
24297|5|33834|181913|7678|ARQ.Int2A|Miércoles|20:00|22:00|ARQUITECTURA|ARQ.Virtual
24297|5|33834|181922|7741|CE.Int2F|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|33834|181923|7734|FCA.Int2E|Miércoles|20:00|22:00|FCA|FCA.Virtual
24297|5|33834|181924|7814|CE.Int2G|Miércoles|20:00|22:00|CAMPUS EXACTAS|CE.Virtual
24297|5|34068|89816|836|EEOPT|Martes|15:00|17:00|Edificio C|C3
24297|5|34068|89816|836|EEOPT|Jueves|15:00|17:00|Edificio C|C3
24297|5|34133|181509|3237|A|Martes|19:30|21:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34133|181509|3237|A|Jueves|19:30|21:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34147|181246|3237|A|Lunes|14:00|17:00|PLATAFORMA UADY-VIRTUAL|Otro
24297|5|34153|180460|3237|A|Miércoles|09:00|12:00|PLATAFORMA UADY-VIRTUAL|Otro
24297|5|34157|110480|5774|K|Martes|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34157|110480|5774|K|Jueves|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34157|181173|5774|K|Martes|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34157|181173|5774|K|Jueves|15:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34157|181243|3238|B|Martes|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34157|181243|3238|B|Jueves|17:00|19:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34161|95407|3239|C|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|95407|3239|C|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|95407|3240|D|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|95407|3240|D|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|131733|3239|C|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|131733|3239|C|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|131733|3240|D|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|131733|3240|D|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158275|3239|C|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158275|3239|C|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158275|3240|D|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158275|3240|D|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158278|3239|C|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158278|3239|C|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158278|3240|D|Lunes|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34161|158278|3240|D|Miércoles|13:00|15:00|PLATAFORMA UADY-VIRTUAL|Microsoft Teams
24297|5|34162|181619|3237|A|Domingo|04:00|04:15|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34165|181620|3237|A|Lunes|23:30|23:45|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34170|181472|5775|L|Lunes|17:00|20:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34170|181624|3239|C|Miércoles|14:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34170|181624|3240|D|Viernes|14:00|17:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34528|181014|3237|A|Miércoles|19:30|21:00|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34533|180851|3237|A|Martes|18:00|19:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34533|180851|3237|A|Jueves|18:00|19:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
24297|5|34533|181395|3237|A|Martes|18:00|19:30|PLATAFORMA UADY-VIRTUAL|PLATAFORMA UADY-VIRTUAL
