Matricula|ClavePlan|VersionPlan|ClaveAsignatura|ClaveProfesor|ClaveGrupo|Grupo
14001761|24297|5|22063|89770|285|LA
17016306|24297|5|22063|89770|285|LA
19216320|24297|5|22051|181044|880|A
18016299|24297|5|22051|181044|880|A
12214859|24297|5|22051|181044|880|A
19216329|24297|5|22051|181044|880|A
15001802|24297|5|22051|181044|880|A
19216328|24297|5|22051|181044|880|A
13116292|24297|5|22051|181044|880|A
15003085|24297|5|22051|181044|880|A
16114884|24297|5|22051|181044|880|A
19216315|24297|5|22051|181044|880|A
19216310|24297|5|22051|181044|880|A
19216316|24297|5|22051|181044|880|A
13003024|24297|5|22051|181044|880|A
19216308|24297|5|22051|181247|881|B
16001624|24297|5|22051|181247|881|B
16000667|24297|5|22051|181247|881|B
19216332|24297|5|22051|181247|881|B
15001114|24297|5|22051|181247|881|B
15003582|24297|5|22051|181247|881|B
16001755|24297|5|22051|181247|881|B
18016356|24297|5|22051|181247|881|B
19216318|24297|5|22051|181247|881|B
16004209|24297|5|22051|181247|881|B
14003365|24297|5|22051|181247|881|B
19216303|24297|5|22051|181247|881|B
15000886|24297|5|22051|181247|881|B
16004504|24297|5|22051|181247|881|B
16003860|24297|5|22051|181247|881|B
15001237|24297|5|22051|181247|881|B
15001227|24297|5|22051|181247|881|B
16004275|24297|5|22051|181247|881|B
18016290|24297|5|22051|181247|881|B
16004071|24297|5|22051|181247|881|B
19216324|24297|5|22051|181247|881|B
14001106|24297|5|22051|181247|881|B
16003937|24297|5|22051|181247|881|B
19216317|24297|5|22051|181247|881|B
19216305|24297|5|22051|181247|881|B
19216321|24297|5|22051|181247|881|B
16004548|24297|5|22051|181247|881|B
18016347|24297|5|22051|181247|881|B
15003232|24297|5|22051|181247|881|B
19216314|24297|5|22051|181247|881|B
16003979|24297|5|22051|181247|881|B
19216307|24297|5|22051|181247|881|B
16003349|24297|5|22051|181247|881|B
19216326|24297|5|22051|181247|881|B
21216430|24297|5|21700|181910|880|A
17003761|24297|5|21700|181910|880|A
21216321|24297|5|21700|181910|880|A
18003129|24297|5|21700|181910|880|A
21216330|24297|5|21700|181910|880|A
18003970|24297|5|21700|181910|880|A
21216429|24297|5|21700|181910|880|A
21216313|24297|5|21700|181910|880|A
18003750|24297|5|21700|181910|880|A
18003924|24297|5|21700|181910|880|A
21216331|24297|5|21700|181910|880|A
18001500|24297|5|21700|181910|880|A
17004319|24297|5|21700|181910|880|A
21216325|24297|5|21700|181910|880|A
18003580|24297|5|21700|181910|880|A
21216302|24297|5|21700|181910|880|A
21216303|24297|5|21700|181910|880|A
17114861|24297|5|21700|181910|880|A
18004177|24297|5|21700|181910|880|A
21216434|24297|5|21700|181910|880|A
21216318|24297|5|21700|181910|880|A
13001814|24297|5|21700|181910|880|A
18003565|24297|5|21700|181910|880|A
18004139|24297|5|21700|181910|880|A
18003320|24297|5|21700|181910|880|A
21216326|24297|5|21700|181910|880|A
21216309|24297|5|21700|181910|880|A
18000782|24297|5|21700|181910|880|A
18003147|24297|5|21700|181910|880|A
21216311|24297|5|21700|181910|880|A
21216324|24297|5|21700|181910|880|A
21216323|24297|5|21700|181910|881|B
21216418|24297|5|21700|181910|881|B
21216304|24297|5|21700|181910|881|B
21216319|24297|5|21700|181910|881|B
16004464|24297|5|21700|181910|881|B
18000727|24297|5|21700|181910|881|B
21216328|24297|5|21700|181910|881|B
21216427|24297|5|21700|181910|881|B
18001560|24297|5|21700|181910|881|B
18016290|24297|5|21700|181910|881|B
18003322|24297|5|21700|181910|881|B
17004008|24297|5|21700|181910|881|B
21216322|24297|5|21700|181910|881|B
18004222|24297|5|21700|181910|881|B
18000638|24297|5|21700|181910|881|B
18001639|24297|5|21700|181910|881|B
21216312|24297|5|21700|181910|881|B
21216317|24297|5|21700|181910|881|B
18001713|24297|5|21700|181910|881|B
21216320|24297|5|21700|181910|881|B
21216329|24297|5|21700|181910|881|B
21216305|24297|5|21700|181910|881|B
18008059|24297|5|21700|181910|881|B
17000741|24297|5|21700|181910|881|B
17004090|24297|5|21700|181910|881|B
13001869|24297|5|21700|181910|881|B
21216306|24297|5|21700|181910|881|B
21216315|24297|5|21700|181910|881|B
21216307|24297|5|21700|181910|881|B
18004198|24297|5|21700|181910|881|B
19216354|21135|4|20008|181804|287|LEM
18016268|21135|4|20008|181804|287|LEM
16003122|21135|4|20008|181804|287|LEM
18018471|21135|4|20008|181804|287|LEM
17016344|21135|4|20008|181804|287|LEM
19216364|21135|4|20008|181804|287|LEM
19216352|21135|4|20008|181804|287|LEM
12003560|21135|4|20008|181804|287|LEM
18016252|21135|4|20008|181804|287|LEM
17016297|21135|4|20008|181804|287|LEM
19216351|21135|4|20008|181804|287|LEM
16000516|21135|4|20008|181804|287|LEM
18016275|21135|4|20008|181804|287|LEM
17016873|21135|4|20008|181804|287|LEM
19216366|21135|4|20008|181804|287|LEM
15003985|21135|4|20008|181804|287|LEM
19216363|21135|4|20008|181804|287|LEM
15001924|21135|4|20008|181804|287|LEM
19216356|21135|4|20008|181804|287|LEM
18016365|21135|4|20008|181804|287|LEM
11004101|21135|4|20008|181804|287|LEM
16180038|21135|4|20008|181804|287|LEM
15004086|21135|4|20008|181804|287|LEM
16001901|21135|4|20008|181804|287|LEM
18016288|21135|4|20008|181804|287|LEM
16000684|21135|4|20008|181804|287|LEM
16003794|21135|4|20008|181804|287|LEM
19216360|21135|4|20008|181804|287|LEM
15216354|7221|2|10676|89767|289|LIS
12003895|7221|2|10676|89767|289|LIS
16016341|36802|3|30151|89767|289|LIS
08002765|36802|3|30151|89767|289|LIS
17016266|36802|3|30151|89767|289|LIS
17016289|36802|3|30151|89767|289|LIS
17016265|36802|3|30151|89767|289|LIS
17016261|36802|3|30151|89767|289|LIS
14014852|36802|3|30151|89767|289|LIS
14000799|36802|3|30151|89767|289|LIS
14001041|36802|3|30151|89767|289|LIS
09001931|36802|3|30151|89767|289|LIS
11003553|36802|3|30151|89767|289|LIS
16018466|36802|3|30151|89767|289|LIS
12000830|36802|3|30151|89767|289|LIS
16016287|36802|3|30151|89767|289|LIS
12001408|36802|3|30151|89767|289|LIS
17016290|36802|3|30151|89767|289|LIS
17016365|36802|3|30151|89767|289|LIS
14000878|36802|3|30151|89767|289|LIS
17016302|36802|3|30151|89767|289|LIS
17016295|36802|3|30164|89774|289|LIS
18016309|36802|3|30164|89774|289|LIS
12004332|36802|3|30164|89774|289|LIS
10003294|36802|3|30164|89774|289|LIS
17016365|36802|3|30164|89774|289|LIS
14000799|36802|3|30164|89774|289|LIS
17016325|36802|3|30164|89774|289|LIS
17016316|36802|3|30164|89774|289|LIS
13003458|36802|3|30164|89774|289|LIS
14003788|36802|3|30164|89774|289|LIS
14008168|36802|3|30164|89774|289|LIS
09001931|36802|3|30164|89774|289|LIS
17016356|36802|3|30164|89774|289|LIS
18016333|36802|3|30164|89774|289|LIS
16016341|36802|3|30164|89774|289|LIS
13008084|36802|3|30164|89774|289|LIS
14000878|36802|3|30164|89774|289|LIS
17016298|36802|3|30164|89774|289|LIS
17016308|36802|3|30164|89774|289|LIS
11003312|36802|3|30164|89774|289|LIS
17003379|36802|3|19985|89842|3754|LIS A
18003305|36802|3|19985|89842|3754|LIS A
21216379|36802|3|19985|89842|3754|LIS A
21216409|36802|3|19985|89842|3754|LIS A
21216377|36802|3|19985|89842|3754|LIS A
17003696|36802|3|19985|89842|3754|LIS A
21216378|36802|3|19985|89842|3754|LIS A
11003102|24297|5|19985|89842|3754|LIS A
21216376|36802|3|19985|89842|3754|LIS A
17000597|36802|3|19985|89842|3754|LIS A
21216425|36802|3|19985|89842|3754|LIS A
21216395|36802|3|19985|89842|3754|LIS A
20215708|36802|3|19985|89842|3754|LIS A
21216435|36802|3|19985|89842|3754|LIS A
21216388|36802|3|19985|89842|3754|LIS A
21216407|36802|3|19985|89842|3754|LIS A
21216396|36802|3|19985|89842|3754|LIS A
16001244|36802|3|19985|89842|3754|LIS A
21216384|36802|3|19985|89842|3754|LIS A
18003891|36802|3|19985|89842|3754|LIS A
18003592|36802|3|19985|89842|3754|LIS A
14001088|36802|3|19985|89842|3754|LIS A
18003939|36802|3|19985|89842|3754|LIS A
18001340|36802|3|19985|89842|3754|LIS A
21216391|36802|3|19985|89842|3754|LIS A
18003813|36802|3|19985|89842|3754|LIS A
14001116|36802|3|19985|89842|3754|LIS A
21216383|36802|3|19985|89842|3754|LIS A
18001679|36802|3|19985|89842|3754|LIS A
21216408|36802|3|19985|89842|3754|LIS A
21216397|36802|3|19985|97528|3755|LIS B
18001347|36802|3|19985|97528|3755|LIS B
10003279|36802|3|19985|97528|3755|LIS B
16003099|36802|3|19985|97528|3755|LIS B
21216400|36802|3|19985|97528|3755|LIS B
18001177|36802|3|19985|97528|3755|LIS B
17008153|36802|3|19985|97528|3755|LIS B
11003431|36802|3|19985|97528|3755|LIS B
17001784|36802|3|19985|97528|3755|LIS B
18003695|36802|3|19985|97528|3755|LIS B
17001490|36802|3|19985|97528|3755|LIS B
17003489|36802|3|19985|97528|3755|LIS B
21216401|36802|3|19985|97528|3755|LIS B
18003131|36802|3|19985|97528|3755|LIS B
21216437|36802|3|19985|97528|3755|LIS B
18000621|36802|3|19985|97528|3755|LIS B
21216422|36802|3|19985|97528|3755|LIS B
17003721|36802|3|19985|97528|3755|LIS B
21216390|36802|3|19985|97528|3755|LIS B
21216393|36802|3|19985|97528|3755|LIS B
21216389|36802|3|19985|97528|3755|LIS B
19213327|36802|3|19985|97528|3755|LIS B
18001568|36802|3|19985|97528|3755|LIS B
17003593|36802|3|19985|97528|3755|LIS B
18000577|36802|3|19985|97528|3755|LIS B
18003410|36802|3|19985|97528|3755|LIS B
18001354|36802|3|19985|97528|3755|LIS B
18004289|36802|3|19985|89865|6112|LIS C
21216406|36802|3|19985|89865|6112|LIS C
17003729|36802|3|19985|89865|6112|LIS C
18001173|36802|3|19985|89865|6112|LIS C
18000997|36802|3|19985|89865|6112|LIS C
21216392|36802|3|19985|89865|6112|LIS C
18004112|36802|3|19985|89865|6112|LIS C
21216381|36802|3|19985|89865|6112|LIS C
21216387|36802|3|19985|89865|6112|LIS C
18003615|36802|3|19985|89865|6112|LIS C
18004197|36802|3|19985|89865|6112|LIS C
18003412|36802|3|19985|89865|6112|LIS C
18004313|36802|3|19985|89865|6112|LIS C
18003549|36802|3|19985|89865|6112|LIS C
18003494|36802|3|19985|89865|6112|LIS C
16003566|36802|3|19985|89865|6112|LIS C
21216380|36802|3|19985|89865|6112|LIS C
18003912|36802|3|19985|89865|6112|LIS C
18000663|36802|3|19985|89865|6112|LIS C
21216403|36802|3|19985|89865|6112|LIS C
21216402|36802|3|19985|89865|6112|LIS C
21216398|36802|3|19985|89865|6112|LIS C
18000710|36802|3|19985|89865|6112|LIS C
21216386|36802|3|19985|89865|6112|LIS C
18003998|36802|3|19985|89865|6112|LIS C
21216382|36802|3|19985|89865|6112|LIS C
12000892|36802|3|20127|131650|3754|LIS A
20216407|36802|3|20127|131650|3754|LIS A
17003622|36802|3|20127|131650|3754|LIS A
16001575|36802|3|20127|131650|3754|LIS A
16014862|36802|3|20127|131650|3754|LIS A
16003210|36802|3|20127|131650|3754|LIS A
16001682|36802|3|20127|131650|3754|LIS A
19621016|36802|3|20127|131650|3754|LIS A
16003864|36802|3|20127|131650|3754|LIS A
20216392|36802|3|20127|131650|3754|LIS A
17003135|36802|3|20127|131650|3754|LIS A
20216401|36802|3|20127|131650|3754|LIS A
16003750|36802|3|20127|131650|3754|LIS A
20216399|36802|3|20127|131650|3754|LIS A
17000706|36802|3|20127|131650|3754|LIS A
20216393|36802|3|20127|131650|3754|LIS A
15001585|36802|3|20127|131650|3754|LIS A
16003339|36802|3|20127|131650|3754|LIS A
19216270|36802|3|20127|131650|3754|LIS A
17000923|36802|3|20127|131650|3754|LIS A
17000553|36802|3|20127|131650|3754|LIS A
20216389|36802|3|20127|131650|3754|LIS A
16003058|36802|3|20127|131650|3754|LIS A
17001363|36802|3|20127|131650|3754|LIS A
17001639|36802|3|20127|131650|3754|LIS A
20216415|36802|3|20127|131650|3754|LIS A
13003171|36802|3|20127|131650|3754|LIS A
17000919|36802|3|20127|131650|3754|LIS A
17001361|36802|3|20127|131650|3754|LIS A
17003222|36802|3|20127|131650|3754|LIS A
20216396|36802|3|20127|131650|3754|LIS A
17000972|36802|3|20127|131650|3754|LIS A
20216405|36802|3|20127|131650|3754|LIS A
17000666|36802|3|20127|131650|3754|LIS A
17001502|36802|3|20127|131650|3754|LIS A
17001017|36802|3|20127|131650|3754|LIS A
20216391|36802|3|20127|131650|3754|LIS A
09003079|36802|3|20127|131650|3754|LIS A
20216395|36802|3|20127|131650|3754|LIS A
17003193|36802|3|20127|131650|3754|LIS A
17003636|36802|3|20127|131650|3754|LIS A
17001268|36802|3|20127|131650|3754|LIS A
20216410|36802|3|20127|89758|3755|LIS B
17001060|36802|3|20127|89758|3755|LIS B
11001374|36802|3|20127|89758|3755|LIS B
12003242|36802|3|20127|89758|3755|LIS B
17000881|36802|3|20127|89758|3755|LIS B
17001203|36802|3|20127|89758|3755|LIS B
16001212|36802|3|20127|89758|3755|LIS B
17003048|36802|3|20127|89758|3755|LIS B
20216404|36802|3|20127|89758|3755|LIS B
20216402|36802|3|20127|89758|3755|LIS B
20216406|36802|3|20127|89758|3755|LIS B
17003208|36802|3|20127|89758|3755|LIS B
15001605|36802|3|20127|89758|3755|LIS B
20216403|36802|3|20127|89758|3755|LIS B
16003115|36802|3|20127|89758|3755|LIS B
17003603|36802|3|20127|89758|3755|LIS B
18016325|36802|3|20127|89758|3755|LIS B
17004068|36802|3|20127|89758|3755|LIS B
16001247|36802|3|20127|89758|3755|LIS B
16003254|36802|3|20127|89758|3755|LIS B
14001824|36802|3|20127|89758|3755|LIS B
17003656|36802|3|20127|89758|3755|LIS B
15004260|36802|3|20127|89758|3755|LIS B
17000799|36802|3|20127|89758|3755|LIS B
16001581|36802|3|20127|89758|3755|LIS B
17003478|36802|3|20127|89758|3755|LIS B
17000868|36802|3|20127|89758|3755|LIS B
20216390|36802|3|20127|89758|3755|LIS B
20216394|36802|3|20127|89758|3755|LIS B
17003499|36802|3|20127|89758|3755|LIS B
17000558|36802|3|20127|89758|3755|LIS B
14001735|36802|3|20127|89758|3755|LIS B
16003789|36802|3|20127|89758|3755|LIS B
16001112|36802|3|20127|89758|3755|LIS B
20216400|36802|3|20127|89758|3755|LIS B
18016317|36802|3|20127|89758|3755|LIS B
20216388|36802|3|20127|89758|3755|LIS B
20216409|36802|3|20127|89758|3755|LIS B
14002007|36802|3|20127|89758|3755|LIS B
15001597|36802|3|20127|89758|3755|LIS B
16003864|36802|3|20130|40|3754|LIS A
16004114|36802|3|20130|40|3754|LIS A
17000666|36802|3|20130|40|3754|LIS A
14003716|36802|3|20130|40|3754|LIS A
17001639|36802|3|20130|40|3754|LIS A
20216391|36802|3|20130|40|3754|LIS A
16003750|36802|3|20130|40|3754|LIS A
16001342|36802|3|20130|40|3754|LIS A
17000923|36802|3|20130|40|3754|LIS A
16003339|36802|3|20130|40|3754|LIS A
17001268|36802|3|20130|40|3754|LIS A
17000868|36802|3|20130|40|3754|LIS A
17003193|36802|3|20130|40|3754|LIS A
19216285|36802|3|20130|40|3754|LIS A
14002007|36802|3|20130|40|3754|LIS A
20216395|36802|3|20130|40|3754|LIS A
13003171|36802|3|20130|40|3754|LIS A
17000706|36802|3|20130|40|3754|LIS A
20216392|36802|3|20130|40|3754|LIS A
17003622|36802|3|20130|40|3754|LIS A
12000892|36802|3|20130|40|3754|LIS A
12000750|36802|3|20130|40|3754|LIS A
16003058|36802|3|20130|40|3754|LIS A
17000919|36802|3|20130|40|3754|LIS A
15000567|36802|3|20130|40|3754|LIS A
20216399|36802|3|20130|40|3754|LIS A
17000553|36802|3|20130|40|3754|LIS A
17003222|36802|3|20130|40|3754|LIS A
13003730|36802|3|20130|40|3754|LIS A
17003135|36802|3|20130|40|3754|LIS A
20216415|36802|3|20130|40|3754|LIS A
20216405|36802|3|20130|40|3754|LIS A
17001363|36802|3|20130|40|3754|LIS A
11003312|36802|3|20130|40|3754|LIS A
17001361|36802|3|20130|40|3754|LIS A
15003517|36802|3|20130|40|3754|LIS A
11001374|36802|3|20130|40|3754|LIS A
20216396|36802|3|20130|40|3754|LIS A
20216400|36802|3|20130|40|3754|LIS A
17003048|36802|3|20130|89865|3755|LIS B
16001581|36802|3|20130|89865|3755|LIS B
20216394|36802|3|20130|89865|3755|LIS B
17000799|36802|3|20130|89865|3755|LIS B
20216402|36802|3|20130|89865|3755|LIS B
20216409|36802|3|20130|89865|3755|LIS B
17003208|36802|3|20130|89865|3755|LIS B
17000558|36802|3|20130|89865|3755|LIS B
17003499|36802|3|20130|89865|3755|LIS B
20216388|36802|3|20130|89865|3755|LIS B
16003115|36802|3|20130|89865|3755|LIS B
17003636|36802|3|20130|89865|3755|LIS B
15001605|36802|3|20130|89865|3755|LIS B
17003656|36802|3|20130|89865|3755|LIS B
20216390|36802|3|20130|89865|3755|LIS B
20216389|36802|3|20130|89865|3755|LIS B
20216403|36802|3|20130|89865|3755|LIS B
20216401|36802|3|20130|89865|3755|LIS B
13001289|36802|3|20130|89865|3755|LIS B
20216398|36802|3|20130|89865|3755|LIS B
14001824|36802|3|20130|89865|3755|LIS B
16001247|36802|3|20130|89865|3755|LIS B
16001210|36802|3|20130|89865|3755|LIS B
17001502|36802|3|20130|89865|3755|LIS B
17001017|36802|3|20130|89865|3755|LIS B
17000881|36802|3|20130|89865|3755|LIS B
17003603|36802|3|20130|89865|3755|LIS B
16003789|36802|3|20130|89865|3755|LIS B
17001060|36802|3|20130|89865|3755|LIS B
15000520|36802|3|20130|89865|3755|LIS B
15001597|36802|3|20130|89865|3755|LIS B
20216410|36802|3|20130|89865|3755|LIS B
17000972|36802|3|20130|89865|3755|LIS B
17004068|36802|3|20130|89865|3755|LIS B
20216404|36802|3|20130|89865|3755|LIS B
17003478|36802|3|20130|89865|3755|LIS B
16001682|36802|3|20130|89865|3755|LIS B
20216406|36802|3|20130|89865|3755|LIS B
20216393|36802|3|20130|89865|3755|LIS B
17001203|36802|3|20130|89865|3755|LIS B
16001212|36802|3|20130|89865|3755|LIS B
19216273|36802|3|22048|89824|3754|LIS A
16004037|36802|3|22048|89824|3754|LIS A
16004184|36802|3|22048|89824|3754|LIS A
16001061|36802|3|22048|89824|3754|LIS A
19216291|36802|3|22048|89824|3754|LIS A
19216277|36802|3|22048|89824|3754|LIS A
19216295|36802|3|22048|89824|3754|LIS A
19216289|36802|3|22048|89824|3754|LIS A
19216280|36802|3|22048|89824|3754|LIS A
19216272|36802|3|22048|89824|3754|LIS A
19216301|36802|3|22048|89824|3754|LIS A
18016306|36802|3|22048|89824|3754|LIS A
16001632|36802|3|22048|89824|3754|LIS A
18016327|36802|3|22048|89824|3754|LIS A
14003834|36802|3|22048|89824|3754|LIS A
16001339|36802|3|22048|89824|3754|LIS A
16003872|36802|3|22048|89824|3754|LIS A
16000959|36802|3|22048|89824|3754|LIS A
16003658|36802|3|22048|89824|3754|LIS A
13001778|36802|3|22048|89824|3754|LIS A
16001674|36802|3|22048|89824|3754|LIS A
16003395|36802|3|22048|89824|3754|LIS A
15001585|36802|3|22048|89824|3754|LIS A
16004140|36802|3|22048|89824|3754|LIS A
10003294|36802|3|22048|89824|3754|LIS A
14001793|36802|3|22048|89824|3754|LIS A
16001575|36802|3|22048|89824|3754|LIS A
15001887|36802|3|22048|89824|3754|LIS A
16003723|36802|3|22048|89824|3754|LIS A
19216290|36802|3|22048|89824|3754|LIS A
16001508|36802|3|22048|89824|3754|LIS A
19216298|36802|3|22048|89824|3754|LIS A
19216271|36802|3|22048|89824|3754|LIS A
19216293|36802|3|22048|89824|3754|LIS A
19216279|36802|3|22048|89824|3754|LIS A
16003312|36802|3|22048|89824|3754|LIS A
12003522|36802|3|22048|89824|3754|LIS A
15001870|36802|3|22048|89824|3754|LIS A
11003553|36802|3|22048|89824|3755|LIS B
12216291|36802|3|22048|89824|3755|LIS B
12003242|36802|3|22048|89824|3755|LIS B
19216284|36802|3|22048|89824|3755|LIS B
19216297|36802|3|22048|89824|3755|LIS B
15004509|36802|3|22048|89824|3755|LIS B
16004107|36802|3|22048|89824|3755|LIS B
14003222|36802|3|22048|89824|3755|LIS B
18016310|36802|3|22048|89824|3755|LIS B
13001777|36802|3|22048|89824|3755|LIS B
09000747|36802|3|22048|89824|3755|LIS B
11000763|36802|3|22048|89824|3755|LIS B
16003059|36802|3|22048|89824|3755|LIS B
21216379|36802|3|19988|180635|3754|LIS A
21216383|36802|3|19988|180635|3754|LIS A
21216388|36802|3|19988|180635|3754|LIS A
21216425|36802|3|19988|180635|3754|LIS A
18003813|36802|3|19988|180635|3754|LIS A
18003305|36802|3|19988|180635|3754|LIS A
17003379|36802|3|19988|180635|3754|LIS A
21216376|36802|3|19988|180635|3754|LIS A
17000597|36802|3|19988|180635|3754|LIS A
21216396|36802|3|19988|180635|3754|LIS A
16001244|36802|3|19988|180635|3754|LIS A
21216407|36802|3|19988|180635|3754|LIS A
18001340|36802|3|19988|180635|3754|LIS A
21216378|36802|3|19988|180635|3754|LIS A
21216384|36802|3|19988|180635|3754|LIS A
21216408|36802|3|19988|180635|3754|LIS A
21216409|36802|3|19988|180635|3754|LIS A
17003696|36802|3|19988|180635|3754|LIS A
18003939|36802|3|19988|180635|3754|LIS A
21216435|36802|3|19988|180635|3754|LIS A
18003891|36802|3|19988|180635|3754|LIS A
20215708|36802|3|19988|180635|3754|LIS A
21216377|36802|3|19988|180635|3754|LIS A
18001679|36802|3|19988|180635|3754|LIS A
14001116|36802|3|19988|180635|3754|LIS A
21216395|36802|3|19988|180635|3754|LIS A
18003592|36802|3|19988|180635|3754|LIS A
21216391|36802|3|19988|180635|3754|LIS A
21216386|36802|3|19988|131553|3755|LIS B
21216387|36802|3|19988|131553|3755|LIS B
21216403|36802|3|19988|131553|3755|LIS B
16003566|36802|3|19988|131553|3755|LIS B
18001173|36802|3|19988|131553|3755|LIS B
17003729|36802|3|19988|131553|3755|LIS B
21216382|36802|3|19988|131553|3755|LIS B
18003998|36802|3|19988|131553|3755|LIS B
18003412|36802|3|19988|131553|3755|LIS B
21216406|36802|3|19988|131553|3755|LIS B
18004313|36802|3|19988|131553|3755|LIS B
21216392|36802|3|19988|131553|3755|LIS B
18003912|36802|3|19988|131553|3755|LIS B
21216380|36802|3|19988|131553|3755|LIS B
18000997|36802|3|19988|131553|3755|LIS B
18000710|36802|3|19988|131553|3755|LIS B
18000663|36802|3|19988|131553|3755|LIS B
21216381|36802|3|19988|131553|3755|LIS B
21216398|36802|3|19988|131553|3755|LIS B
18004197|36802|3|19988|131553|3755|LIS B
18003549|36802|3|19988|131553|3755|LIS B
18003615|36802|3|19988|131553|3755|LIS B
18003494|36802|3|19988|131553|3755|LIS B
18004289|36802|3|19988|131553|3755|LIS B
21216402|36802|3|19988|131553|3755|LIS B
18004112|36802|3|19988|131553|3755|LIS B
21216398|36802|3|19979|89802|3754|LIS A
21216422|36802|3|19979|89802|3754|LIS A
10003279|36802|3|19979|89802|3754|LIS A
21216437|36802|3|19979|89802|3754|LIS A
17003721|36802|3|19979|89802|3754|LIS A
21216389|36802|3|19979|89802|3754|LIS A
18000663|36802|3|19979|89802|3754|LIS A
21216400|36802|3|19979|89802|3754|LIS A
18000621|36802|3|19979|89802|3754|LIS A
21216387|36802|3|19979|89802|3754|LIS A
17001784|36802|3|19979|89802|3754|LIS A
17003593|36802|3|19979|89802|3754|LIS A
17001490|36802|3|19979|89802|3754|LIS A
21216397|36802|3|19979|89802|3754|LIS A
18001568|36802|3|19979|89802|3754|LIS A
21216393|36802|3|19979|89802|3754|LIS A
16003566|36802|3|19979|89802|3754|LIS A
18003549|36802|3|19979|89802|3754|LIS A
21216381|36802|3|19979|89802|3754|LIS A
18001177|36802|3|19979|89802|3754|LIS A
18001347|36802|3|19979|89802|3754|LIS A
18004197|36802|3|19979|89802|3754|LIS A
16003099|36802|3|19979|89802|3754|LIS A
18003695|36802|3|19979|89802|3754|LIS A
18000577|36802|3|19979|89802|3754|LIS A
19213327|36802|3|19979|89802|3754|LIS A
18004289|36802|3|19979|89802|3754|LIS A
17003729|36802|3|19979|89802|3754|LIS A
18003615|36802|3|19979|89802|3754|LIS A
18003131|36802|3|19979|89802|3754|LIS A
21216390|36802|3|19979|89802|3754|LIS A
11003431|36802|3|19979|89802|3754|LIS A
18003412|36802|3|19979|89802|3754|LIS A
21216402|36802|3|19979|89802|3754|LIS A
17003489|36802|3|19979|89802|3754|LIS A
18001354|36802|3|19979|89802|3754|LIS A
21216401|36802|3|19979|89802|3754|LIS A
21216386|36802|3|19979|89802|3754|LIS A
17008153|36802|3|19979|89802|3754|LIS A
18003410|36802|3|19979|89802|3754|LIS A
18004313|36802|3|19979|89802|3754|LIS A
18001173|36802|3|19979|89802|3754|LIS A
18003891|36802|3|19979|180635|3755|LIS B
21216384|36802|3|19979|180635|3755|LIS B
16001244|36802|3|19979|180635|3755|LIS B
18001679|36802|3|19979|180635|3755|LIS B
21216406|36802|3|19979|180635|3755|LIS B
18003813|36802|3|19979|180635|3755|LIS B
21216376|36802|3|19979|180635|3755|LIS B
18003305|36802|3|19979|180635|3755|LIS B
17003379|36802|3|19979|180635|3755|LIS B
18000997|36802|3|19979|180635|3755|LIS B
18000710|36802|3|19979|180635|3755|LIS B
21216391|36802|3|19979|180635|3755|LIS B
17003696|36802|3|19979|180635|3755|LIS B
18003939|36802|3|19979|180635|3755|LIS B
21216409|36802|3|19979|180635|3755|LIS B
21216408|36802|3|19979|180635|3755|LIS B
21216382|36802|3|19979|180635|3755|LIS B
18003912|36802|3|19979|180635|3755|LIS B
21216403|36802|3|19979|180635|3755|LIS B
21216380|36802|3|19979|180635|3755|LIS B
21216383|36802|3|19979|180635|3755|LIS B
21216396|36802|3|19979|180635|3755|LIS B
18001340|36802|3|19979|180635|3755|LIS B
21216379|36802|3|19979|180635|3755|LIS B
21216425|36802|3|19979|180635|3755|LIS B
09001215|36802|3|19979|180635|3755|LIS B
21216407|36802|3|19979|180635|3755|LIS B
18003592|36802|3|19979|180635|3755|LIS B
18003494|36802|3|19979|180635|3755|LIS B
18003998|36802|3|19979|180635|3755|LIS B
20215708|36802|3|19979|180635|3755|LIS B
21216388|36802|3|19979|180635|3755|LIS B
21216395|36802|3|19979|180635|3755|LIS B
18004112|36802|3|19979|180635|3755|LIS B
14001116|36802|3|19979|180635|3755|LIS B
21216392|36802|3|19979|180635|3755|LIS B
17000597|36802|3|19979|180635|3755|LIS B
21216378|36802|3|19979|180635|3755|LIS B
21216435|36802|3|19979|180635|3755|LIS B
21216377|36802|3|19979|180635|3755|LIS B
17016266|36802|3|28967|180932|289|LIS
12000830|36802|3|28967|180932|289|LIS
17016316|36802|3|28967|180932|289|LIS
13004240|36802|3|28967|180932|289|LIS
12003766|36802|3|28967|180932|289|LIS
10003198|36802|3|28967|180932|289|LIS
17016325|36802|3|28967|180932|289|LIS
17016326|36802|3|28967|180932|289|LIS
14001041|36802|3|28967|180932|289|LIS
17016308|36802|3|28967|180932|289|LIS
11003312|36802|3|28967|180932|289|LIS
17016265|36802|3|28967|180932|289|LIS
17016302|36802|3|28967|180932|289|LIS
12000750|36802|3|28967|180932|289|LIS
17016295|36802|3|28967|180932|289|LIS
17016334|36802|3|28967|180932|289|LIS
16018466|36802|3|28967|180932|289|LIS
13008092|36802|3|28967|180932|289|LIS
12004372|36802|3|28967|180932|289|LIS
17016275|36802|3|28967|180932|289|LIS
17016365|36802|3|28967|180932|289|LIS
11000763|36802|3|28967|180932|289|LIS
17016367|36802|3|28967|180932|289|LIS
13003181|36802|3|28967|180932|289|LIS
